,Age,Expressions,Gender,Illumination,Img,Makeup,Occlusion,Pose,Unnamed: 0
7161,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013542.jpg,"PARTIAL
",GLASSES,LEFT,26.0
7162,MIDDLE,HAPPINESS,FEMALE,BAD,10013543.jpg,"PARTIAL
",GLASSES,RIGHT,27.0
7163,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013544.jpg,"PARTIAL
",GLASSES,LEFT,28.0
7164,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013545.jpg,"PARTIAL
",GLASSES,RIGHT,29.0
7165,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013546.jpg,"PARTIAL
",GLASSES,FRONTAL,30.0
7166,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013547.jpg,"PARTIAL
",GLASSES,RIGHT,31.0
7167,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013548.jpg,"PARTIAL
",GLASSES,RIGHT,32.0
7168,MIDDLE,NEUTRAL,FEMALE,BAD,10013549.jpg,"PARTIAL
",GLASSES,RIGHT,33.0
7169,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013550.jpg,"PARTIAL
",GLASSES,FRONTAL,34.0
7170,MIDDLE,NEUTRAL,FEMALE,BAD,10013551.jpg,"PARTIAL
",NONE,FRONTAL,35.0
7171,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013552.jpg,"PARTIAL
",GLASSES,LEFT,36.0
7172,MIDDLE,SADNESS,FEMALE,BAD,10013553.jpg,"PARTIAL
",GLASSES,RIGHT,37.0
7173,MIDDLE,SADNESS,FEMALE,BAD,10013554.jpg,"PARTIAL
",GLASSES,RIGHT,38.0
7174,MIDDLE,NEUTRAL,FEMALE,BAD,10013555.jpg,"PARTIAL
",GLASSES,RIGHT,39.0
7175,MIDDLE,SADNESS,FEMALE,BAD,10013556.jpg,"PARTIAL
",GLASSES,RIGHT,40.0
7176,MIDDLE,SADNESS,FEMALE,BAD,10013557.jpg,"PARTIAL
",GLASSES,RIGHT,41.0
7177,MIDDLE,NEUTRAL,FEMALE,BAD,10013558.jpg,"PARTIAL
",NONE,RIGHT,42.0
7178,MIDDLE,NEUTRAL,FEMALE,BAD,10013559.jpg,"PARTIAL
",NONE,RIGHT,43.0
7179,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013560.jpg,"PARTIAL
",GLASSES,FRONTAL,44.0
7180,MIDDLE,SURPRISE,FEMALE,BAD,10013561.jpg,"PARTIAL
",GLASSES,RIGHT,45.0
7181,MIDDLE,NEUTRAL,FEMALE,BAD,10013562.jpg,"PARTIAL
",GLASSES,RIGHT,46.0
7182,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013563.jpg,"PARTIAL
",NONE,FRONTAL,47.0
7183,MIDDLE,SURPRISE,FEMALE,BAD,10013564.jpg,"PARTIAL
",NONE,RIGHT,48.0
7184,MIDDLE,NEUTRAL,FEMALE,BAD,10013565.jpg,"PARTIAL
",NONE,FRONTAL,49.0
7185,MIDDLE,NEUTRAL,FEMALE,BAD,10013566.jpg,"PARTIAL
",NONE,RIGHT,50.0
7186,MIDDLE,SADNESS,FEMALE,BAD,10013567.jpg,"PARTIAL
",NONE,RIGHT,51.0
7187,MIDDLE,SADNESS,FEMALE,BAD,10013568.jpg,"PARTIAL
",NONE,LEFT,52.0
7188,MIDDLE,SADNESS,FEMALE,BAD,10013569.jpg,"PARTIAL
",NONE,LEFT,53.0
7189,MIDDLE,SADNESS,FEMALE,BAD,10013570.jpg,"PARTIAL
",NONE,DOWN,54.0
7190,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013571.jpg,"PARTIAL
",NONE,RIGHT,55.0
7191,MIDDLE,NEUTRAL,FEMALE,HIGH,10013572.jpg,"PARTIAL
",NONE,RIGHT,56.0
7192,MIDDLE,SADNESS,FEMALE,MEDIUM,10013573.jpg,"PARTIAL
",NONE,FRONTAL,57.0
7193,MIDDLE,FEAR,FEMALE,BAD,10013574.jpg,"PARTIAL
",NONE,RIGHT,58.0
7194,MIDDLE,SADNESS,FEMALE,MEDIUM,10013575.jpg,"PARTIAL
",NONE,RIGHT,59.0
7195,MIDDLE,SADNESS,FEMALE,MEDIUM,10013576.jpg,"PARTIAL
",HAND,FRONTAL,60.0
7196,MIDDLE,SADNESS,FEMALE,MEDIUM,10013577.jpg,"PARTIAL
",HAND,FRONTAL,61.0
7197,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013578.jpg,"PARTIAL
",HAND,FRONTAL,62.0
7198,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013579.jpg,"PARTIAL
",NONE,FRONTAL,63.0
7199,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013580.jpg,"PARTIAL
",HAND,FRONTAL,64.0
7200,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013581.jpg,"PARTIAL
",NONE,FRONTAL,65.0
7201,MIDDLE,ANGER,FEMALE,MEDIUM,10013582.jpg,"PARTIAL
",NONE,FRONTAL,66.0
7202,MIDDLE,NEUTRAL,FEMALE,BAD,10013583.jpg,"PARTIAL
",NONE,RIGHT,67.0
7203,MIDDLE,DISGUST,FEMALE,MEDIUM,10013584.jpg,"PARTIAL
",NONE,LEFT,68.0
7204,MIDDLE,ANGER,FEMALE,MEDIUM,10013585.jpg,"PARTIAL
",NONE,FRONTAL,69.0
7205,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013586.jpg,"PARTIAL
",NONE,RIGHT,70.0
7206,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013587.jpg,"PARTIAL
",NONE,RIGHT,71.0
7207,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013588.jpg,"PARTIAL
",NONE,UP,72.0
7208,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013589.jpg,"PARTIAL
",GLASSES,FRONTAL,73.0
7209,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013590.jpg,"PARTIAL
",GLASSES,RIGHT,74.0
7210,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013591.jpg,"PARTIAL
",NONE,LEFT,75.0
7211,MIDDLE,NEUTRAL,FEMALE,BAD,10013592.jpg,"PARTIAL
",NONE,LEFT,76.0
7212,MIDDLE,NEUTRAL,FEMALE,BAD,10013593.jpg,"PARTIAL
",NONE,LEFT,77.0
7213,MIDDLE,NEUTRAL,FEMALE,BAD,10013594.jpg,"PARTIAL
",GLASSES,LEFT,78.0
7214,MIDDLE,ANGER,FEMALE,BAD,10013595.jpg,"PARTIAL
",GLASSES,DOWN,79.0
7215,MIDDLE,HAPPINESS,FEMALE,BAD,10013596.jpg,"PARTIAL
",GLASSES,FRONTAL,80.0
7216,MIDDLE,ANGER,FEMALE,BAD,10013597.jpg,"PARTIAL
",GLASSES,RIGHT,81.0
7217,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013598.jpg,"PARTIAL
",GLASSES,FRONTAL,82.0
7218,MIDDLE,HAPPINESS,FEMALE,BAD,10013599.jpg,"PARTIAL
",GLASSES,LEFT,83.0
7219,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013600.jpg,"PARTIAL
",GLASSES,RIGHT,84.0
7220,MIDDLE,NEUTRAL,FEMALE,BAD,10013601.jpg,"PARTIAL
",NONE,LEFT,85.0
7221,MIDDLE,NEUTRAL,FEMALE,BAD,10013602.jpg,"PARTIAL
",NONE,LEFT,86.0
7222,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013603.jpg,"PARTIAL
",NONE,LEFT,87.0
7223,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013604.jpg,"PARTIAL
",NONE,LEFT,88.0
7224,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013605.jpg,"PARTIAL
",NONE,RIGHT,89.0
7225,MIDDLE,NEUTRAL,FEMALE,BAD,10013606.jpg,"PARTIAL
",NONE,DOWN,90.0
7226,MIDDLE,NEUTRAL,FEMALE,BAD,10013607.jpg,"PARTIAL
",NONE,DOWN,91.0
7227,MIDDLE,NEUTRAL,FEMALE,BAD,10013608.jpg,"PARTIAL
",NONE,LEFT,0.0
7228,MIDDLE,SADNESS,FEMALE,MEDIUM,10013609.jpg,"PARTIAL
",HAND,RIGHT,1.0
7229,MIDDLE,SADNESS,FEMALE,MEDIUM,10013610.jpg,"PARTIAL
",HAND,FRONTAL,2.0
7230,MIDDLE,NEUTRAL,FEMALE,BAD,10013611.jpg,"PARTIAL
",NONE,LEFT,3.0
7231,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013612.jpg,"PARTIAL
",HAND,LEFT,4.0
7232,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013613.jpg,"PARTIAL
",NONE,LEFT,5.0
7233,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013614.jpg,"PARTIAL
",NONE,LEFT,6.0
7234,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013615.jpg,"PARTIAL
",NONE,LEFT,7.0
7235,MIDDLE,SADNESS,FEMALE,MEDIUM,10013616.jpg,"PARTIAL
",NONE,FRONTAL,8.0
7236,MIDDLE,SADNESS,FEMALE,MEDIUM,10013617.jpg,"PARTIAL
",NONE,FRONTAL,9.0
7237,MIDDLE,SADNESS,FEMALE,MEDIUM,10013618.jpg,"PARTIAL
",NONE,FRONTAL,10.0
7238,MIDDLE,SADNESS,FEMALE,MEDIUM,10013619.jpg,"PARTIAL
",NONE,FRONTAL,11.0
7239,MIDDLE,SADNESS,FEMALE,MEDIUM,10013620.jpg,"PARTIAL
",NONE,FRONTAL,12.0
7240,OLD,ANGER,FEMALE,MEDIUM,10013621.jpg,"PARTIAL
",GLASSES,LEFT,0.0
7241,OLD,HAPPINESS,FEMALE,MEDIUM,10013622.jpg,"PARTIAL
",GLASSES,DOWN,1.0
7242,OLD,ANGER,FEMALE,MEDIUM,10013623.jpg,"PARTIAL
",GLASSES,LEFT,2.0
7243,OLD,ANGER,FEMALE,MEDIUM,10013624.jpg,"PARTIAL
",GLASSES,LEFT,3.0
7244,OLD,SURPRISE,FEMALE,MEDIUM,10013625.jpg,"PARTIAL
",GLASSES,LEFT,4.0
7245,OLD,HAPPINESS,FEMALE,MEDIUM,10013626.jpg,"PARTIAL
",GLASSES,LEFT,5.0
7246,OLD,NEUTRAL,FEMALE,BAD,10013627.jpg,"PARTIAL
",GLASSES,DOWN,6.0
7247,OLD,ANGER,FEMALE,BAD,10013628.jpg,"PARTIAL
",GLASSES,RIGHT,7.0
7248,OLD,SURPRISE,FEMALE,BAD,10013629.jpg,"PARTIAL
",GLASSES,RIGHT,8.0
7249,OLD,SURPRISE,FEMALE,BAD,10013630.jpg,"PARTIAL
",GLASSES,UP,9.0
7250,OLD,HAPPINESS,FEMALE,BAD,10013631.jpg,"PARTIAL
",GLASSES,UP,10.0
7251,OLD,SURPRISE,FEMALE,MEDIUM,10013632.jpg,"PARTIAL
",GLASSES,RIGHT,11.0
7252,OLD,HAPPINESS,FEMALE,MEDIUM,10013633.jpg,"PARTIAL
",GLASSES,RIGHT,12.0
7253,OLD,HAPPINESS,FEMALE,MEDIUM,10013634.jpg,"PARTIAL
",GLASSES,LEFT,13.0
7254,OLD,ANGER,FEMALE,MEDIUM,10013635.jpg,"PARTIAL
",OTHERS,FRONTAL,14.0
7255,OLD,HAPPINESS,FEMALE,MEDIUM,10013636.jpg,"PARTIAL
",OTHERS,FRONTAL,15.0
7256,OLD,HAPPINESS,FEMALE,MEDIUM,10013637.jpg,"PARTIAL
",GLASSES,LEFT,16.0
7257,OLD,SURPRISE,FEMALE,MEDIUM,10013638.jpg,"PARTIAL
",GLASSES,UP,17.0
7258,OLD,SURPRISE,FEMALE,MEDIUM,10013639.jpg,"PARTIAL
",GLASSES,LEFT,18.0
7259,OLD,SURPRISE,FEMALE,MEDIUM,10013640.jpg,"PARTIAL
",GLASSES,LEFT,19.0
7260,OLD,SURPRISE,FEMALE,MEDIUM,10013641.jpg,"PARTIAL
",GLASSES,LEFT,20.0
7261,OLD,ANGER,FEMALE,MEDIUM,10013642.jpg,"PARTIAL
",GLASSES,RIGHT,21.0
7262,OLD,SURPRISE,FEMALE,MEDIUM,10013643.jpg,"PARTIAL
",GLASSES,LEFT,22.0
7263,OLD,ANGER,FEMALE,MEDIUM,10013644.jpg,"PARTIAL
",GLASSES,LEFT,23.0
7264,OLD,HAPPINESS,FEMALE,MEDIUM,10013645.jpg,"PARTIAL
",GLASSES,LEFT,24.0
7265,OLD,HAPPINESS,FEMALE,MEDIUM,10013646.jpg,"PARTIAL
",GLASSES,RIGHT,25.0
7266,OLD,HAPPINESS,FEMALE,MEDIUM,10013647.jpg,"PARTIAL
",GLASSES,RIGHT,26.0
7267,OLD,HAPPINESS,FEMALE,MEDIUM,10013648.jpg,"PARTIAL
",GLASSES,RIGHT,27.0
7268,OLD,HAPPINESS,FEMALE,MEDIUM,10013649.jpg,"PARTIAL
",GLASSES,RIGHT,28.0
7269,OLD,HAPPINESS,FEMALE,MEDIUM,10013650.jpg,"PARTIAL
",GLASSES,UP,29.0
7270,OLD,HAPPINESS,FEMALE,MEDIUM,10013651.jpg,"PARTIAL
",GLASSES,RIGHT,30.0
7271,OLD,HAPPINESS,FEMALE,MEDIUM,10013652.jpg,"PARTIAL
",GLASSES,RIGHT,31.0
7272,OLD,HAPPINESS,FEMALE,MEDIUM,10013653.jpg,"PARTIAL
",GLASSES,RIGHT,32.0
7273,OLD,SADNESS,FEMALE,MEDIUM,10013654.jpg,"PARTIAL
",GLASSES,RIGHT,33.0
7274,OLD,SADNESS,FEMALE,MEDIUM,10013655.jpg,"PARTIAL
",GLASSES,UP,34.0
7275,OLD,SURPRISE,FEMALE,MEDIUM,10013656.jpg,"PARTIAL
",GLASSES,RIGHT,35.0
7276,OLD,SURPRISE,FEMALE,MEDIUM,10013657.jpg,"PARTIAL
",GLASSES,RIGHT,36.0
7277,OLD,SURPRISE,FEMALE,MEDIUM,10013658.jpg,"PARTIAL
",GLASSES,RIGHT,37.0
7278,OLD,SADNESS,FEMALE,MEDIUM,10013659.jpg,"PARTIAL
",GLASSES,RIGHT,38.0
7279,OLD,SADNESS,FEMALE,MEDIUM,10013660.jpg,"PARTIAL
",GLASSES,DOWN,39.0
7280,OLD,SADNESS,FEMALE,MEDIUM,10013661.jpg,"PARTIAL
",GLASSES,LEFT,40.0
7281,OLD,HAPPINESS,FEMALE,MEDIUM,10013662.jpg,"PARTIAL
",GLASSES,FRONTAL,41.0
7282,OLD,HAPPINESS,FEMALE,MEDIUM,10013663.jpg,"PARTIAL
",GLASSES,LEFT,42.0
7283,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013664.jpg,"PARTIAL
",NONE,LEFT,0.0
7284,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013665.jpg,"PARTIAL
",NONE,LEFT,1.0
7285,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013666.jpg,"PARTIAL
",NONE,LEFT,2.0
7286,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013667.jpg,"PARTIAL
",NONE,LEFT,3.0
7287,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013668.jpg,"PARTIAL
",NONE,FRONTAL,4.0
7288,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013669.jpg,"PARTIAL
",NONE,RIGHT,5.0
7289,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013670.jpg,"PARTIAL
",NONE,RIGHT,6.0
7290,MIDDLE,SADNESS,FEMALE,MEDIUM,10013671.jpg,"PARTIAL
",NONE,FRONTAL,7.0
7291,MIDDLE,SADNESS,FEMALE,MEDIUM,10013672.jpg,"PARTIAL
",NONE,FRONTAL,8.0
7292,MIDDLE,SADNESS,FEMALE,MEDIUM,10013673.jpg,"PARTIAL
",NONE,FRONTAL,9.0
7293,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013674.jpg,"PARTIAL
",NONE,DOWN,10.0
7294,MIDDLE,SADNESS,FEMALE,MEDIUM,10013675.jpg,"PARTIAL
",NONE,FRONTAL,11.0
7295,MIDDLE,SADNESS,FEMALE,MEDIUM,10013676.jpg,"PARTIAL
",NONE,RIGHT,12.0
7296,MIDDLE,SADNESS,FEMALE,MEDIUM,10013677.jpg,"PARTIAL
",NONE,FRONTAL,13.0
7297,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013678.jpg,"PARTIAL
",NONE,RIGHT,14.0
7298,MIDDLE,SADNESS,FEMALE,MEDIUM,10013679.jpg,"PARTIAL
",NONE,UP,15.0
7299,MIDDLE,SADNESS,FEMALE,MEDIUM,10013680.jpg,"PARTIAL
",NONE,LEFT,16.0
7300,MIDDLE,SADNESS,FEMALE,MEDIUM,10013681.jpg,"PARTIAL
",NONE,LEFT,17.0
7301,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013682.jpg,"PARTIAL
",NONE,FRONTAL,18.0
7302,MIDDLE,SADNESS,FEMALE,MEDIUM,10013683.jpg,"PARTIAL
",NONE,RIGHT,19.0
7303,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013684.jpg,"PARTIAL
",NONE,LEFT,20.0
7304,MIDDLE,SADNESS,FEMALE,MEDIUM,10013685.jpg,"PARTIAL
",NONE,RIGHT,21.0
7305,MIDDLE,SADNESS,FEMALE,MEDIUM,10013686.jpg,"PARTIAL
",NONE,RIGHT,22.0
7306,MIDDLE,SADNESS,FEMALE,MEDIUM,10013687.jpg,"PARTIAL
",NONE,RIGHT,23.0
7307,MIDDLE,SADNESS,FEMALE,MEDIUM,10013688.jpg,"PARTIAL
",HAND,FRONTAL,24.0
7308,MIDDLE,SADNESS,FEMALE,MEDIUM,10013689.jpg,"PARTIAL
",NONE,RIGHT,25.0
7309,MIDDLE,SADNESS,FEMALE,MEDIUM,10013690.jpg,"PARTIAL
",NONE,RIGHT,26.0
7310,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013691.jpg,"PARTIAL
",NONE,LEFT,27.0
7311,MIDDLE,SADNESS,FEMALE,MEDIUM,10013692.jpg,"PARTIAL
",NONE,LEFT,28.0
7312,MIDDLE,SADNESS,FEMALE,MEDIUM,10013693.jpg,"PARTIAL
",NONE,FRONTAL,29.0
7313,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013694.jpg,"PARTIAL
",NONE,RIGHT,30.0
7314,MIDDLE,SADNESS,FEMALE,MEDIUM,10013695.jpg,"PARTIAL
",NONE,RIGHT,31.0
7315,MIDDLE,SADNESS,FEMALE,MEDIUM,10013696.jpg,"PARTIAL
",NONE,LEFT,32.0
7316,MIDDLE,SADNESS,FEMALE,MEDIUM,10013697.jpg,"PARTIAL
",NONE,UP,33.0
7317,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013698.jpg,"PARTIAL
",NONE,LEFT,34.0
7318,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013699.jpg,"PARTIAL
",NONE,UP,35.0
7319,MIDDLE,SADNESS,FEMALE,MEDIUM,10013700.jpg,"PARTIAL
",NONE,LEFT,36.0
7320,MIDDLE,SADNESS,FEMALE,MEDIUM,10013701.jpg,"PARTIAL
",NONE,UP,37.0
7321,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013702.jpg,"PARTIAL
",NONE,LEFT,38.0
7322,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013703.jpg,"PARTIAL
",NONE,DOWN,39.0
7323,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013704.jpg,"PARTIAL
",HAND,DOWN,40.0
7324,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013705.jpg,"PARTIAL
",NONE,UP,41.0
7325,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013706.jpg,"PARTIAL
",NONE,LEFT,42.0
7326,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013707.jpg,"PARTIAL
",NONE,DOWN,43.0
7327,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013708.jpg,"PARTIAL
",NONE,LEFT,44.0
7328,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013709.jpg,"PARTIAL
",NONE,UP,45.0
7329,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013710.jpg,"PARTIAL
",NONE,DOWN,46.0
7330,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013711.jpg,"PARTIAL
",NONE,RIGHT,47.0
7331,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013712.jpg,"PARTIAL
",NONE,LEFT,48.0
7332,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013713.jpg,"PARTIAL
",NONE,DOWN,49.0
7333,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013714.jpg,"PARTIAL
",NONE,DOWN,50.0
7334,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013715.jpg,"PARTIAL
",NONE,DOWN,51.0
7335,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013716.jpg,"PARTIAL
",NONE,DOWN,52.0
7336,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013717.jpg,"PARTIAL
",NONE,LEFT,53.0
7337,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013718.jpg,"PARTIAL
",NONE,RIGHT,54.0
7338,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013719.jpg,"PARTIAL
",NONE,LEFT,55.0
7339,MIDDLE,SADNESS,FEMALE,MEDIUM,10013720.jpg,"PARTIAL
",NONE,LEFT,56.0
7340,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013721.jpg,"PARTIAL
",NONE,LEFT,57.0
7341,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013722.jpg,"PARTIAL
",NONE,LEFT,58.0
7342,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013723.jpg,"PARTIAL
",NONE,LEFT,59.0
7343,MIDDLE,SADNESS,FEMALE,MEDIUM,10013724.jpg,"PARTIAL
",NONE,LEFT,60.0
7344,MIDDLE,SADNESS,FEMALE,MEDIUM,10013725.jpg,"PARTIAL
",NONE,DOWN,61.0
7345,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013726.jpg,"PARTIAL
",NONE,FRONTAL,62.0
7346,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013727.jpg,"PARTIAL
",NONE,LEFT,63.0
7347,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013728.jpg,"PARTIAL
",NONE,FRONTAL,64.0
7348,MIDDLE,NEUTRAL,FEMALE,BAD,10013729.jpg,"PARTIAL
",NONE,LEFT,65.0
7349,MIDDLE,HAPPINESS,FEMALE,BAD,10013730.jpg,"PARTIAL
",NONE,UP,66.0
7350,MIDDLE,HAPPINESS,FEMALE,BAD,10013731.jpg,"PARTIAL
",NONE,UP,67.0
7351,MIDDLE,HAPPINESS,FEMALE,BAD,10013732.jpg,"PARTIAL
",NONE,LEFT,68.0
7352,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013733.jpg,"PARTIAL
",NONE,RIGHT,69.0
7353,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013734.jpg,"PARTIAL
",NONE,UP,70.0
7354,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013735.jpg,"PARTIAL
",NONE,RIGHT,71.0
7355,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013736.jpg,"PARTIAL
",NONE,FRONTAL,72.0
7356,MIDDLE,SADNESS,FEMALE,MEDIUM,10013737.jpg,"PARTIAL
",NONE,FRONTAL,73.0
7357,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013738.jpg,"PARTIAL
",NONE,DOWN,74.0
7358,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013739.jpg,"PARTIAL
",NONE,LEFT,75.0
7359,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013740.jpg,"PARTIAL
",NONE,LEFT,76.0
7360,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013741.jpg,"PARTIAL
",NONE,RIGHT,77.0
7361,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013742.jpg,"PARTIAL
",NONE,LEFT,78.0
7362,MIDDLE,SADNESS,FEMALE,MEDIUM,10013743.jpg,"PARTIAL
",NONE,DOWN,79.0
7363,MIDDLE,SADNESS,FEMALE,MEDIUM,10013744.jpg,"PARTIAL
",NONE,RIGHT,80.0
7364,MIDDLE,SADNESS,FEMALE,MEDIUM,10013745.jpg,"PARTIAL
",NONE,RIGHT,81.0
7365,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013746.jpg,"PARTIAL
",NONE,RIGHT,82.0
7366,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013747.jpg,"PARTIAL
",NONE,LEFT,83.0
7367,MIDDLE,NEUTRAL,FEMALE,BAD,10013748.jpg,"PARTIAL
",NONE,RIGHT,84.0
7368,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013749.jpg,"PARTIAL
",NONE,LEFT,85.0
7369,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013750.jpg,"PARTIAL
",NONE,RIGHT,86.0
7370,MIDDLE,SADNESS,FEMALE,MEDIUM,10013751.jpg,"PARTIAL
",NONE,LEFT,87.0
7371,MIDDLE,SADNESS,FEMALE,MEDIUM,10013752.jpg,"PARTIAL
",NONE,LEFT,88.0
7372,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013753.jpg,"PARTIAL
",NONE,LEFT,89.0
7373,MIDDLE,SADNESS,FEMALE,MEDIUM,10013754.jpg,"PARTIAL
",NONE,LEFT,90.0
7374,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013755.jpg,"PARTIAL
",NONE,FRONTAL,91.0
7375,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013756.jpg,"PARTIAL
",NONE,FRONTAL,92.0
7376,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013757.jpg,"PARTIAL
",NONE,FRONTAL,93.0
7377,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013758.jpg,"PARTIAL
",NONE,FRONTAL,94.0
7378,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013759.jpg,"PARTIAL
",NONE,LEFT,95.0
7379,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013760.jpg,"PARTIAL
",NONE,LEFT,96.0
7380,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013761.jpg,"PARTIAL
",NONE,RIGHT,97.0
7381,MIDDLE,SURPRISE,FEMALE,MEDIUM,10013762.jpg,"PARTIAL
",NONE,RIGHT,98.0
7382,MIDDLE,HAPPINESS,FEMALE,BAD,10013763.jpg,"PARTIAL
",NONE,RIGHT,99.0
7383,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013764.jpg,"PARTIAL
",NONE,UP,100.0
7384,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013765.jpg,"PARTIAL
",NONE,RIGHT,101.0
7385,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013766.jpg,"PARTIAL
",NONE,DOWN,102.0
7386,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013767.jpg,"PARTIAL
",NONE,UP,103.0
7387,MIDDLE,SADNESS,FEMALE,MEDIUM,10013768.jpg,"PARTIAL
",NONE,LEFT,104.0
7388,MIDDLE,NEUTRAL,FEMALE,MEDIUM,10013769.jpg,"PARTIAL
",NONE,FRONTAL,105.0
7389,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013770.jpg,"PARTIAL
",NONE,FRONTAL,106.0
7390,MIDDLE,HAPPINESS,FEMALE,MEDIUM,10013771.jpg,"PARTIAL
",NONE,FRONTAL,107.0
7391,YOUNG,NEUTRAL,FEMALE,MEDIUM,10013772.jpg,"PARTIAL
",NONE,RIGHT,0.0
